,done,map layout,path length,explored,end value
0,True,0333003003330003000333033333333033330330003033030303030303003333000030033333303033300333330330333003003003003003333030330033033330303333333033033333333000303300303333330003033330003300303000003303330330033330333333303330003003003303303000033003033303300303330000033303030003003003000033330003003333303330030030330333033033333003303330000003333303030330033330030300303333303003033333303000300000000030330333030033033003030333303030000330330033333333003333303330333333303000000000030300330030000303003030300303333333030300330303330330333333330303033003330333330330333330333033003300033300303333000333303003300300303330333300033333300033300303330303030333333003333333330030300333333000303330333333033033333033333333333300300333000000000003003030333003033003330033330003333333303303303033300300300003303030003033300330333333333330033303030303030030333330333303330333333303333303330033330000033333033333033033330003003033333000330303003003333003333300033333330303033030330303033303330300330330003303333303330300303333003303003303300033333033330003300030003333033303333333033303000303333003030330333303333333333333333330330330033033303333333003333333300333303030330333033033030333033330300303333330330003333330330003030030003300300303333333333330303003330003333330303303030330300003333333000033300033030330303303330333033303000330330033033333033330000030003333333330030333303330033333330003000030300030333003303033033333030330333330333330303303330300003333333303300033033333303003303330333033300033030033030300030003033000033303033333333030330033033000030330333000000033330000303333330330330333033030033030330330033330033330330030330333033000000033333333303030333303333333330303330003033033030303300300330303330033333300303033330000003300003030330303303030330330330303003030300333300000033333033000300333003333330033333303333330033030033033303333033303333303030030030000300333300330330300330330033333333333030333030330333030330033000030303030303333033030333033033300033303303033030033333030333300330330303003030300330330330303000033303303033300303003303300300033033303330030003003333303330330333003333303300003300303333303333330033030300333333303030303330300333300330300333330030000303333030330330033333003330303030333330303333333330300303333330033030033033330303033330330333333300033300030000003300000303300033033000030303333033030030333333033030300330033300333300303330333303333333303003333300330030330033330333003003330330330033333333330000333333300330300003330300303033030000030000033333330333330000003033330030033300030003333033000003300033303303333333330030330033303033030330330030333330030300333303303030030303333033000033303033000033033330033303003033033330303303033333003333033333303300033330333303333000003000033330330030033303333033033300303333333033303333003303333300003330330330333000330333030300033303303030000333030333303030333330303300003303033333333303303033330330030303033003333033030333330333003330330033300303030033333303030000300303333003333333000033303333300330303033030300333303030333000303303030333333333333033300003033033303333330033000300300303333030000003000333303330030330333333330300300003030033003333000333030030003300000333333003303303330333333333303033000033300300033030000033330330303303030333333300330330033030303033000333303330333003033300333030333333330303033300003330303330003033303300033033333303303030033030303333330003330033333033333333333330030033300030303030003333333000003003333333333333333033033300300300300333333033333333303303033003300030333030030300000303033303003333300000330303033330330330333333333330303003303330303300333003303333003003000033300000033300333330333330333303330003333330003033030303033330330333003300333000030303030303333030030330003300030303330303330030333303000300330000333330303300030033030303033330333033300330330000033303033330303303330303300030030300030333333333033330303303330333330330330030300030003333300303303330033003303033303330000333300303330303333003333030330000333330033003030330333000303003003033330303033000330333000330303303033330033303333303000000333000300030303333003030330030000030033000333030303333033000333003333003,141,3456,184.0
1,True,3303333030303300030303333033303000330303300303330300330333333330033330003300003330030330333303330033033033333033003330033330333333303330300300333303330333000333330330333303030303333300300330003000030003303330030300303003330333303033000303330303330033330003303333033033303000333333333330003003033003000303330033333030030033300333330030033033333000033300333300330330000030003303300303003303333303333300333333030330033330303330333333333333333333030003033333303330033033333030033333303033303000300033330033333333333003330003330000303303303303333003030300333333330030303300303033330303333330333333330330333333303003003333303330330000030030000030330333030333033303033333333330330333033333303300333333030300030333333330003330330303030333300300330303330300330003303033033003030300330033333333030330033330330330003033330300303300033303300300033033330330333303003030330330330000033300333300333030003333330333030330333030300303330033033000330003033003033330303003333333333033333003330030333333330300333003033303300330333303033303300033333003303030303003303000003300330330033003033333030333330033303030000330033030330330333033330003030003000300330033033303330333330300300033300333030333303003330033300303333300330000003003030033333303033333300333033333333303330303330000330300033030033003000033330333030330333003030303333003300003000333033333000333033333033033333303003003000303333000300000330300303030033333000303300333003303330303033033033303330300300333033330033300000300330033333030030333300033330003033300300333003333000303333330030300303303030033030000030303003303330033300333030330030333033330033330033030330330030303003030033300300300330030000003333000030000333030030330330303000033303030033333030303033333000033333303330333333303330303033303333333030000333303030000030003303003030030300300003330333030333303033333333300033330303303303330333330303333003033033003300330033330333303030000033303333333300333030003330333333033303333330303303333303333003030330033003333030030330030033333333330303000000303030000303303000000303033300330033333330003303300303303330303030303030330330333303033033333333033333033033333330333033330033003033333303030003333033300330003333033303033303333333330300003003303303033300333330030033030003033333033000303333330333333000333303333333000333330333000000330003003003003030300000030033033300003300030333003000330303330333003030033030330303030303330330300033030300330330033303333333000330300003330330303330300303333333330000333003000033333030033000333000333330333000300330300333030330333330303030033333030333330330030333330033333330003303033330330003300330303030030300003333003330003033333003333330333000333303033330303030330333333030333300033300330300003330333033030333033000033330030000333330330333300033303333003000033333333033030330303333330300330330033333300300333333303003000000003033033000333003333330303303303303303300300333030003333330333333033003330303000033333300333330300333300303033333333300030300000033033333333330033330303003333000330300000333333030033030333030033033333030333300330033330330333030333333303003303003033333030000003033330300333030003303330333030333333303300000303333333333033330003333300000300033330333330333333333033003303003330303330333330033300003330303303033330330330000030333000333303333300030303333030303330033330033000333303333000303033330303033303003303330003003030000300033033330003003333033300000330030330000030003330333303303033000000030033033303033300303330333000300300330030333033330033333333333333330303330333030030030033300333003303003330333333030303303330333003030333330033333303333030303303000303303333303333300333000003000033330003030333333303030303333003330333333300330003303333333033333033330330033333303033333000303003330000000303333303333003003333033033303033330333333000330303030003303303000033000330330033333333330303330033303003033333033300300330333303033333300303333003330003333033000033033333003333030333300303333333300000030300303330033333000000300300303003333033330003333330033330003030033030300330303003300303333003000333303333333303300303330333300003330030033333030303000303030303033303300303303033030333033003030333,139,3531,185.0
2,True,0333303333030000000333303030330033330300030333003030000033003303033300300033033330333330303303330033333000003333033333333333303303033303333300330330333033300000030333333333003303033030300033003003303333333303030003333003033300033000003330030330033330333000033300300030033330333333303303033000033333300330330003030333330303333333303300033003003033003303303330003033303033300303033333333030303333300033330333003030333300333000303303330003000003003333303030000033000333030333033003003333003303300033033300033003333303333333303330033033003003333333003333330300330003333030300303003003033300030300033333033333333330333330033300303300333033030300030030303030333330300330333333303000330333333333303030003300333033330000330333333330300330333000030033030300333333300333333033333330030330330333303330330000330303333033003300303300303000330030033300330333303033033030330303303333303033330333033000333030333330333333330003000333300030033003333033003033303033330333030003333333333300333003030333300330003033030303030333303333033333333033333330330333033330303033300303030033300300333300333033033300330303333033303003330030000303333333333030330333303303330333003303330330033330300033303300300030033003000030330333030300303330300030303330303033330333003333033300330030300333003333330030333003333333030000000333303333333300303330333300003333003033300030303330333330333333303333333330003330033333030333330030300330300303003003300330033300003333300300000000303333333003303000033033303333030000030030033033333030003000000333330303300000333333303303333033330300303000333333030300030033330003000033300300330330330033330303333333330003333330300330033303333300333333000033303003333303033330003333333333030333333003330330300330003033003000303333033003333303330303303333330303333003030033033003300030333303300033030030003033033300330003303330033333333333003033003333303000033333333330033000330330303033330000003303333330333330333300330333330003303033033000300333303000300030330333000003333333300330333303303303303003300003033303333033303033303033303330033330330300033303303003303033300303330033330033300003030003300000003303030333033333333333033330330330330033033333033033030003030300033303003333303030333003003300330333003033303303033333303330333303333300303000003000330000300033333330003003030033030003000333330030000033003003333303303000330033300030303030300033330303033000300030030300333300330333333330333030000033030030333303303300033333033333300303330300003033300330300333303333033330333033333300300330333003333303003330003330303303330300300003330333330330333303030033303030333000333333303300003000300030333303033003333300333300333033000333300033333330300300033300030333033030333300330330303330033333033003330300330000330030003303003300303330303303030333333003333333003330330003333333300330033330333333003000000333330330000300003033033333303333033000000000330330333330303300003333300003003333033030003333333033303003303000030330303303330030003330033303000303003030303330033333000033003033330030330033303303303330033030333300000330333300030030333030303003030303333033030000033333303033333033303033030303300333030030000003030033000333333003303330030300000330300333333030033303033000030030333030333030330303300003033303300330003300003003030333330033330330003330003333303333333300033303300030333333303303330000333300300303330003303033303000003330000333300330303300333333333330333303003333333330333000303300303000333030330333333303333333000003333333033330033300333333030030303333030030000330333333333003003303003300330333333300033333333303033330333303033030030303303030333300303333303033330330303000303333333333333003330003300333003003303330033033033330333003333003330333333300303300003000333333033000333333300303303333300330030030030300300033330333333333333003303303300333333303300330003333333330333333333333030033330333300030030033300303033033303330300300030030333303033333303033333330333333300330000330030330003303300030003333030303000300333333330330333003333303300300303033333033000330033300000333330333333033303030030300033300333333033330333003033030303003003300330003333333003033000030300303303030033003330333033333,135,3526,181.0
3,True,3333003033303030003033303033303303333003330300333003303333333330000030300300300300333033303333333303003303303033000303033303333330000333033033330333303033303030003333330033300330330033030333330030000333033300033033033333333003333033330033033330330300333333333033303333333300033330333333303333030333000033333003330003033033033000303330333000333330330303333303303003033300303330003303333303033330333330003033030300333300303303333330333330030033033300033003000033333030333303033330333330333330030303033333030303300333033330300303300303003330333303333033300300300333030033330300330303030333330333303330300330003330303033003330030003003330300033330330330303033030330030303333033003330033300303330333333333033330333033300333303330033300330030333033300303003300300030300000033300333330003303333033030000000330003033003003303030303030303033303300000033303033330333333333303030333330003300003330000333330330300000003030303300030333000300303333330333300030300333303003033300003330003330333333333330330033003333333333330303300300030033030303300000030003303003033333003330033333003033300333333333303033333033333330000030003033300003300303000330333030333000000003330003000303303003333030000033033030300030033333003033003303000030033333333303333330330300330030033300333300003300333030330333330033033303003303000333303003030003030300303300003303033030033303300003330033033033333000303033333003000303330000333033033333333033330333030303300033330003330303330030030330303333333333330330000033333303330000300003330000033330330330003333033330000330330333003333330330330033033333303333303033033330300333030330303030003333333003300303030333033303003333303303330333300033303030300003303330030030333000300300333030003003333033333033033330003030030333333030300333333330300300303333033033003300333300333030333333000030333303333030330033333333033300300330000030330333333303033000303330333030030000033330330003033033330330300030333030330300003330333303333300030303033300033303333000033300303333003000000033000330003300333033303003333003300033333303030333330300030003003330330003333333333330333300333333330033330300003330303333033303033330033033333330030333330333333030330333330003003033330333030033030000303033030333033330330000033030333330303303030303333003303330033033333030000333303330003333333303333003003333300333330003330330333303330333330333030300303333333033333303333333000303330300003033330030033330033330030333333330333300033303333030303333003033300030030030300333303000333333330330003030303000333000300303303033330030333000033033333033330033300033333303033030303003333030030333303300333330333330333333330303333300030333333000303333030333303303330033303000303033300003330330003333030030333303003003333333303300333333303033300000330000330300333030300030333003330333333300330330000000000333003303003000330330303030333333333030030333030030033300033033033300330303333333333333330000330330303300030333330033333000333303303330330000333330303330033003333303033303030303033303003333030333300033000003333033033003333033330030030333333033303003033033003030300003033333330303330333303000333300033303330333303003330033333333333333003033333330033303303300330333033330000300300033300330003033033003033033300033303030000303333303030303033303333330033033030333033333303333033333303033303333303303303333330333033333330030333333330303333000033300303333003030333303000300003033003030030003033000030003000003033030000033033333030330330003300330000003033030300330303030333330000003000000333300333030330330333330303030000303030003033033033033303330303030030033000033333333333330303300333333330000003333333003333333333033000330303003030000330030333300303030033033300330330030033000000030303030030003033330333030300333303333303330303030003333033303330330033303030333330303003003000300003033300303003030330030030033333000300033303333033030033033000030033333330333033333330033000303333030330330003303030333033303333003333333303030333333303033033333300333033033303333333300330033330300033330303033300333303333330303330333000330303300303300003303333003033030300300000033300333333303033030330003003003030003333333030300033300000303030333330330,137,3692,191.0
4,True,0033330333330030300300333300303333030330333033300033333300303303303003303333033000003300333030303333033300030030033330303300330330030333330033003033003333030300330033030300000000300330330300303300033003030300333033303033333030330330000333003030303003303333300033303303033333300300033003333333003000330033003030330330030333333330000300300333033003300300303033030330333033003333030333300330030030300333333333033030333030333003333003303000300333003000003303033333030333300333000033000330033333300330300033003033330330300033333303033033000030030333033330330330300003030333333330333003033003303030303030330333030003330003003003333300303303033003330333030333300003003333030330303300330030033333300333333333333333303303330300030330303033303033300033333303033033033303303333330303033303330303333003033330303330000333330033030330330333303000033000030300003030333330330033030000333300033330333033030030033333303330333303303030003000003030330303033303303330003003300333303333033033333030303030330000330303033330033033330330303030333003033033033003303333333300303330333330333333030330033030300303030303030003030330300333330000000303033330033300033033033003003000333330333330333303333033333000333003030033003033333033333333033030300300303030333333030030030330330333300033330033330000000033300033333300333000303330330303033300333333003330000030033333303333330303033300033033303330003033303003333333033300333330003333333300003033000333000030033333003303333333300033330333330303033033330330300030333333033303003303030303300333003330333303333333000303000333033003333330333333030330330000333300330033303030303303333330330303333003000333000333330030030003300003003330300333033003333333303030330330303000003303333303330330333303303030033300030330033303330330033333330030003030030333030333333330300330003333330033030330033300333303033000030003333330333300033303030003333330000303303300300003000033303030030333330003333333303033330033033303303003303303003033330330333333303030003030303333033330333003033003333333303330333033300003333003303330333330303033003330300000330003300000333303333303303003330303330000303333333030300333330303003333003003000000330330330033030033333333300333330030330033030300333303333303330033333333333003030003300300033033330033303303333033300033333033303300333033333033300330303003330003303300000330003033330330030033303333333300303303300333303333303303033330033333333333330033003300033333330333333003333330033030303033303033330033030300030333303000000333333033003033330000300303333333333003333330333303003003003333300003300030330300303033330000030330030033303033303003003300303303333003333000003003333030000330333000303003000330033030300300033000300330330333330033330033033303330330033300333300330000303003030033030333033030303033300303300303330333333303030033330003330300300300303030303003330003003300003300000333333333333303333300030333303033303030333303033030303000003003303330030330033303003303333330333333333303333003333300333333033333300000030333333003333030333333333003303333333033033033333333030033303300330300330033000330303303330033303033003300033300003300303300003333333303303330300033000333330033033033330333333333303300003303003033333333330330030333333300303030333330003033300033003333003300033003300333330333033330330033330333330033033000033033030300330033333333333333333303333333333333333003333303333300333033333000303303333030330003333333303003033030033003033330030003333033000003003033033033330033330000303033330330030333303333330033330303330003030300333330000033000033033033033333003303330033030030333303003333033330033330330303303000333000333033003300333303330303030003330333000003303303333303333303000030030303033033330300330000333000033330000003300000003003000303033030000033333033333303330330033333330333330033300333303330033033330000330300003330333033300003030333033330000303033003330303330330033033333000030330303033030030033330003303303333303330303300333033333333033300333003030000330333303330330330003003003300033000303003030330333333003333303033330000033333330303330330300000333330333300303030333300033330030033330030303333333030030033033303030033003030030303333333,141,3721,189.0
5,True,0300333330003003303033303003000030330300303030033000333330330030333333030303003330003333300030033300303033000000330303303033003330333033033333033033303300333030300303033303330333333033333330030303303000303303330333330330333033003030030303333330333300033333303330000330033033300003333330333033330033033330333033003300333333333033300330333033000030003033333333300030030033000300333303300033033030033333333330003333330333030333330333003330033330330333303303003333330330030330303030030030003000333003330003033330000330330330333300330033003300333003300303333303003333303003333003300033033330303333300003003330333033000330303003300300003300330303030033030303330330303330330330333330330333330333333333303303303300330033033333003030030303033033333333330033033033333333303003030303300333303303333030033000300033030333303300300000333033303030303333033333033333333030303330303303033300033303300033300000300303333033033000000003000303030303000303303330303003303303033330000330333300303330300300303333333333030303333033330300300303333303330333333333033300333300333030303000333333033033300033333300333303333330330003303333033000333303303300000033300330030300033030330003303030333303333303030033300300303033030333033000333333330003033333033033033333330303300333030003330333330333033333333330333330033003330303033330333333000030030033330300303003330033330333030333030000033303030300303033330330033303330333333003333030303033033033000033333333333333333300330330030003033303003003333003303003333333030303000033033333303003003300300000003033003303030000030033003303000000303303303333300033003303033030033003033033033003300300003333333300000300300003003303333300303300333330033030333330033030033030030303003330033030330330033333000330030030333033333333000333030303030003000003030333000333330030300333033333333333333300030330033033333003300330333333003000303030303300033333333300333033303333300303300333330330033300030033030330303330333303030303300030333300003303333333300330033030000303033300303330003030330300030330300000003033300300333333030333330333330333300030330303333033300303030303033300033000303030333330330033333030333000033333033330030303330330330033330300330330303033003330030033003300333303303333003030333033303303003033030030303333333303333303030033330000303303033333033033330303330033030300033303300030030333000333303003333330333333333333300303333330333030333003303330333030330033333000330303300000303003303033333333300333003333030300033303330033030030030333333330033033030000033033033000333303030330303330333330030000030333030303333033003330033300303333303303333303333330333330003000033333003330333333333003333003000030303330303033000003333333003333303303333033300303303300330033303003303030333330303333300300030033033033330330333300330333303003303303333303333333333333033033333003303033333303003330033330333330330333003303000030030300333303300303300003033333330333303333333333003333003033003303033000303030330030333300333330003030300330003333000300033030333303333330330030033333303330333033330000303033303333003300303330303033003030333330000030003033330333333033003330030033300003033030333333303033030300330300333333003333030303303303003030300303300003330300000300030300300003000333033333033330000300300333030333000033033300000333003333330033303330000000030030300330330303030330330303303003330333333033033030030330033330333003030303333330333300303003330303033003300330333300303330330303330030303303333300330000330033303303330030000303330000030300033030000030303030333030000000303003300003330333333003300330300303300333333033003330033303303333030033333330003330300033030000003330330033030303000030003333003003033030333030333330303000300033033303033330333003003303030033033303030300303303300333003333003300303330330333033330030033030033303000033303303333303330330330333030303030003000033300303333303000330300033303333303333003033333333330303030303300330333303333003300303033333300030333000303033300303333303003033033330303333333330330303330003333330033333330330003003300030303330033333330330030300303030033303333333303303303333030330033333030333030030333333033333003333300330330033333000333300333333330,139,3731,190.0
6,True,0303033330303003330333000300030303033330300000333003333303030303330033300333033033333033333003303000003000330303033000033333333003330033303300333033330333333000333333333033030330333330333333000303303303330333330003333300333300330030333303333003333333003303300003303030300003300330300333003333300303030000033303333303303333333030033033300030333033303300030303303303330330333333300330030033333330330003033030003333000303330003033303300303333333333033303030333030300000300330303300003030033333333330000303003000303303300330300300003300303303333030330333033000030333000303330330033030300303333030303003330300003030330003333303333333333330033300030030300000330333033033030330000333030000303300033300030000033330300333003033000330033000303030300333030303300333300333333033030300033033003003000033300033303030303003330000300303333330330033330303030000303303303003333330330330033333333330033033030003030033333303300033000000033303333333033333003330303000300330030303330330003330000030033330333003000000330333303303033030033033033333300333303303333300300030330300330033000000033300303003330030003303033030330030333303333030033303033330030033030300300303330003033333303333003333003000330033030303033333330333333033300003330333033000030303033000333033003303030033333333330003333033330303003330333000330330333333003330000033033303003330330300333333003000303033333333330303303033000033033333303003300033030330330300003333300003303003333333000303033333333033333330003303300033033003003303033003300333300030330330303333003330333333303333300330333030330300030333303333000333303333303333003300033033333033330303003033303003003033330300000303030303300333333333333333033033333003330030003003003333333000030330330330330303333300003000303303330003303303030033030303330330333300300030030030033303030003330330333333333303303330333030033303030300030333333330333003300300030333003003033330300333300330330333030303033300333000033000330330033333003330330330300330033300303003333330333333300030303330303033003303030033333003033303333330300303330330333303033303333330330033300303003003333033033000033330330003330330300303333333033030333303303333333033033030030333330033330333033333330303333033333330333330333303333303303303333303030030333000330000333300303303003303033030303033300033333333030033303330330330303033330300333003303033300303033033333333333330003033333333330303333303330303033030330003033303303333033333303033000033033303030333033303330030303303300033003330033330300330333030303303300003033333303333333300303303303330300000300300330003330033303333333303300330033330300303003330000303333333333003330333333330333033300333333333303303303303333330330300033003303333333033033333300303333333030033330033300333333300300000033303333333303000330300300303330003333333000300303000030333030033303333030333033333333300333000303333033033330033300033330030303303330033330033333330033003333033003330303033030333033003303300300033003030333303030303330033303030033303330300330300330330330303000003333030300330333300000303300303303033030333303033333033033030030003030033333303303330333330033000333330333030330330303303300033333300030333333333000330300303003030333003300303030303003033030303033033030333000300303333033033030030030303030030333000333300300333333033003000000000030303000330303003303033003333000303033303033030300000000033333303033300303333300333003003333300333333300003033000000300003333003003033000333000003300333030333330033330333333033330003300030330003333030333330333333300030333330033300000330000303300330030000030303330333003333303033033330330030333330003033033330303330030003333330330033330030333330003030003033003333333000303330303030003033033333003300333003003003333330333303333330303003033000300333030330330303300030330030003300030300030333033033033003000333333330033333033303300003030033003033333033000030333330300003303303033333300033000003030300333300333333030033030333303333303330303330033333003333303033333303003033033033033333030330330330330303333033303000003033303333303033333333033033303330030033303330333330300033333333333333303330003000333333033300333330033330033303033300333003333330003000303300033,141,3790,192.0
7,True,0033333303003303000003330003033333300330333333303333330033030333000333300033333300330333030033003303333003003303000330030033003300033330333333300300333030033303330303003333300003303303000033333030330030333333030300003330003300033303030030303033330330333330333330030330330303333330333030030333303330303333033030330003030303333003333333033333333300300333333330033003333330000333030003033330330330330330033030333030030333330303333003030333030333030033333333000030333303333303330300033330333330300300303303330003033000300300333303303033300003030303333303303300003000333300033033330333303333333333000033303003333303330033333030000033330303333033003000333030300333333330300333333333300333333000330333000333333030030330330303303033333000300330303333303033033033300333033333333303333330033330333003333303033333303330030033003330330030033303033333030330333333333333333330333003333300330330303333003303330003033333330033033333300333333330330330300303303003303000300333330330033330333000330030330333303333330030330300030000303033330303030003000333003033000330330033333003330030000330303333333303333030333003333330033333330030003303303303303330333303303330030333030333330003303033303000303033000303330303033033300030330000030030303030330330330003300330330003300303330003333333030303333330030000300333330333033300333330303033333033303333003303033003330030333030333000003030003333330333303003303303303333333003033333030333030330333303333333003030333333300033303333333030003003330000003033330300003330330333303330003030300000333300333300033333003030033330333003333333333033000333000333033333333300333003303333033033300303330000003003333303003000033303030030333333000300033303003330003330033333303330330003330333303330333303330333000330030303303000033030303030030330333333333333000033333030003300333330030000333000333030000333000033000333333330333333300333033003030030000333003330303333330333333033030033033030030333333300033033303000000033333000300300300303003303333000330033333303003033003330033303333000030330333303030333333033303333003003303000333333303330330000030003000333033003330330333303330330300333333033300333303303330330303033303030033330333033330330333303003330033033330003003030003000303030033330330333003000303333303030300330033033000000330333300033000333000333303003033033030330030030003330000330330333300330333300333030333330300303330333003333030300333333303303033033033333333003033303030303300033333030333333330000033333333000003030333300303330333000333303033000300333300000003003330000330003303333330333033030300330303000330333300333033333033033303303030033003030300033330330330033330033030303000330030033303000333333333033330300000330330333003330300330033330030333303003330330030333030330300330333333033333000003033330000330000303003333333333033333303003333300003033303033303333033033303330033003330033303003333300033000333330300333300033333333033033333030300330003300030003330300003003030030033330333300033033333333330033033300303333033033330303333033000300003303300033003003030003030000333003330333330330000030333330003003000303303030330303033333033333003333300303030033003330000330300333330333303300333033330300033030303033300333333003333300300000303303000033030033330303300333000003303030030000330333303300030330030303333333303300303030333303303333303033003333030003030033003000333030003333333033000330300033330003333030033330330003333333330030333303003300330303300000303003003333330033003000033333333033000030030333300330330333300000300330330333003033300333300303033003333000300303300030333330033030030303333030003033333330033003303033300333303030330333330003330300300300030330330300303330000000003300303033330003030030033033300030333333300330330033330330330303300333033003303000300303333333033003033330003333333303330033000333303033333030033333003303333030330333303303333003330303333030300030030330030303003333303333000000303330333300300033033000033330330333330300003030003003333033333300333333333303030333333333000033300003303330000033003333300000333030330303000033330330303333033333030303333333330033333330030330030300030033300333003300330333033000333000303030303330033033303330333333,135,3673,189.0
8,True,0003300333003330333333333000303033033303033300330033303300033330330330303333333303333330000330333300303333033003003333333303330003003033003033300000330303033000333030303033033333003300303033333003333300033003000303030333333333330330330330033303330303030303033030303003333000333333303333330333333333303033003303000333300303033330330033303033333033003333033033003303033300333003033303030030033000303300000303030033300033330033003333030030303303330300333000333303300303300030033333000000303300303033033333303333303330030333033030333000303333300333000003303030000033033033033003303033330333303033333030333333000333033330333033333330300033030333300033333333303033333300033003300330330033330000330303330333030033333330333333333003033000330030000333030300033303030000030330330333303003303333330333033000330333003303330333303330333333333033333033303333000033003003003333033333333033333303333003033003333003300300030000330003033333030330330030300333333033330333303303303033303303033303333303333333330033303303033030033033330300030030333330333033303333033333000003333033303033300000330033030303030330000333303330000330030330030033330003030030330333033330303330300030300333000003300003330330033033303000303333333030300330303003030030333303330033333333003330303330003333003303030030330000303333333000033333333033033303033000030003330000000303033303303300003303303330330333033333033033333033000333000333303333333333300333330333000333333300003330033330300303300303300033000000303333300333003003303330330333333000333333033030030330333333333333030003333003003333030033003300003030030333330030300030333030030300033333330333303003303333003330333030003300330033033033333033003303330300330030000300330300330330303333003333330000330330330003333300333030033300030003030033330033000030300330030030330333333333330033330030033000300333303303333333303003003330033333333303033333330333033330330303333333030303333333303003003330303333303033330030333003033330330000300333033330330333030333003330030300303300003333300033030303030003330003300033033033300300333033030000300303000303000033300033030330003030300330330033300303333300303300000333300333033033033030003330303003333333033330003033300330303333330300333303333330330033333003000030300030033330033003300330330003300003033303300033300303033333033003303000330333333000033033333033300333330000000033330303333033033033330333030003330330300033030030030333330303000030333030300300033330330033003333000333303033033303303303333303300030303330000330303330003303330300003333333330333300033003030030003333030333033030033030333330333000303003033333300033000330033303030000033000333030033333303300300300033333000303033333303300330333330000333030330000330033003333330000333330333000330333303303333330330333033030003303303333033333000300333300330003033000333333330300333333033033000033030303333030303303303330033300330330333333030303330033033333033333333000033333330333330303033333300333333333330333003303000330333030030003330303330330333333000300003330033000333303033030300030000000033303333033033333303030303333003330003330333300300330333330033030330003003003033330003303303003333033330033033333300333003300333303030333303330303030333330030333303030033303030030333033003333333330033033333300330033000033333030033303000303333300300333000003303333333003303300330333303330303300303330333303030333330033333000330303333303033030303003300330303000333033333003333300330033000033330333003033000303300330330030303030003330030030300333330000000333300300003000003300333030303033000303333330300033333333333033300330003333033333033330030300003330303330333003303303333300300033030030003333330300333000333330033303330303003003033303003333333333303330033033303330333300000330330000033003303333330030003033330033303303333030033303033330333030303333333303033033330333303003000030303003330030330033030333330300033303300003330333030330033330333303330033003330030033330333330333303303003333333330300333330030000033303030333330030303033003030003303330303030330303330030330333033300333333330000300030000300033033303330330000300303330003333330333333033333033030330033033300303303333003033000030033033030000033,137,3646,187.0
9,True,0330030333330300330000033330033333330330303330330000033330333000330303330333033300330030333003303033330300300033330330300000000300333033333333000333303333333000033330330330330030303300333300003333333000033333333000003030303330003303033303333333300333333000303003333033303003033000003330030300330030333000303333330300333030333003030003333303303000030303000030333003030030333303033003300033330000303300300333330330333330303000033333333003333003330330303033300003330330333033333333333003033003330000003333000033000300030333333333030333333300333303303333330330300033030333033033033303300033330033303033300330303030303333033330300033030000030300033330033030303333033000303330003030003333003033033300033003000003033033033303300303030303000330303300033300330003300033030333033333333003033303000330033033000033333030003300303333333033330033003033000033003003003333000330303330000303003033330003333330330003333330330033330333303030000033303303303003033303303033330300003033333330030333330300333300003003300000000033333003033333333000003033030333330330030000333030033333033330303330330003300300000003330333303033333000330000000000330333300330030030033333330333303003033000300003300303330300030303030303333033303030333300300333030303300330333333030000303303030003033300300330330000300300333003033003333330303300330333333033333303033033330303330033000033303033033033033330303030330033333000303030030333033033000330003303300303033003333033300030330033330030333333303330330303333330333330303300033303330333330033330030333000300330300333030333333000333300330033333333030303003330303303033330300333333333003003330303333033333030303030333333333333333000330333033333303333030333333030303330333000000333300003303330333303300003033030033333030330003333300303033303000003300303033303303330033330333033300033330030300300033300003330333030330033303033333330030003303333000330330333033000333003330030303003303303033030330333303330033303333333000003033303033330033033030333303303033300330303330333033333000300000330033330333333330300300303333333303030300300330303033303303000003033300000003300333333333330030330330300003303333033003030033000300000330003303333000333003030033330330333303333003333333330333330030330333300300330303000303030003333300303303330333300303003033330000333003330303303333300333003003330330033030033333033033300033330303333333003333030003300003030300333333303000330333303330300333330303333030033030330300030003303300303303330033333030033330333333033033033330333333303330030303303333300030330033330303033330033303000333333303333030033000330330033000030003030033300303303303333033303330300303000330333333303033333303330330333000330000330033033030330333033330003333330330330000333030303003033333330330003033030333033033003033033330003000300303330330333300300003330303330000333033033303030333303333330030033333303330330030300300303030003303300300330030033003000003333030003333330303333033003333033003003330333003333330030330333303300333330333330033003330330303033303003333333330330000333030333300030333033033003333303333303033333000033300303333330030033030303003330303033303033333030303330330333033000333303303300333000003033003333333330003300303330333003033330003003003333330330333003333333330333003303333003330333303333030033333033000033000333333003333003330033033030003030330303333033300033033303033000333330330333333033033033000033033333003033033033333000303303033033333300003333330300333333303033303303333303333303303303330330303033330303330030303303003033033033303300030303030333330333030303300330003300333330033030033003333300030303333333333030000003330033330033333033030003333330330303303303303330330033303033300030030300000303333330330033033333000333030333303033030300000330330033030333333003003333033033333303300333333330003003303330033330303330330030033030033300300003033000330303003033303330000300003303303000330333333300303333330033333003303333330333033330330303333303030003000000030033300333003000303333333303003303000333030303030003300330333333333333303330303300003333033303333333303033333330033330300033033033330303330033330033033333033333033000303030303300030303333303330330033303000333,137,3803,189.0
