,done,map layout,path length,explored,end value
0,True,0000000100000000000000000000000000000000000000000000000000003001000000000000000001000000000030000000000000000000000000000000000000000030000000300000000000000000000000000000000100000000000000031000000000000010000000000000000000000000000000000000000000000000000300000000000000000000000001000000000000011000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000001010000000000000000000000000000010000000000003000000000001000000000300000000000003000000000000000000000000000003000000000000000000000000000000000000000000000000100000000000000300000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000300000000000010000300000000000000000000000000000000000000000000000000010000000000000010000000000000000000301000000030000000000000000000000000030000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000003000100000000000000010000000000000000000000000000000000000000000300000000000000000000000000000100000000003000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000030000000000000000000003000000000000000000030000000000000000000000000000300000000000000000000000000010000000000000003000000000000000000000030000000000000000000000000000000030000000000000000000000000030000000010000000000000000000000000000000000000000300000000000000000000000000000003000001000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000010000010000001000000000000030000000003000000000000000000000000000030000010000000000000000000000000000000000030000000001000000000000000000000000000000000000000000000000010000000000000000000000000000003000000000000000031000000000000000000000000000000000010030000000000000000000030030000000000000000000000000000000010000000000000000000030000300000000000000000000000000000000030000000000000000000000000000003000000000000000300000000000000000310100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000100000030000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000300003000000000000000000010000000000030000000000000100000000000000000000000000000000000100000000000000001000000000000000010000000000300000000000010000000000000000000000000000100300000000000000000000100000000030000000000000000000000000000300000000000000000000000000000010000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000003000000000000000000000000000000300000000000000000000000100000000000000000300100000003003000000000000000000001000300000000000000000000100000030000000000000000000000000000000000000000000000000000000000000000000003001030100000000030000000000001000000000000010000001000000000000000000000000000000000000000000003000000000000000000010000010000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000001000000000000300000000000001000000000000000000000000000000000000000000001000000000000100000000000001000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000001000000000000000000000000000000000000030000300003000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000001000000000000000000000000000000001000000000000300000000000100000000000100000000000000000000003000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000030000000000000000000000000000,131,2122,131.0
1,True,0000000000000000000300000000000000000030000000000000000000000000000000000000000100000000000001000000000000000000000100000000000000000000010000000000000000000000000000003000000000300000300100000000000000000000000000000000000000010000000000000000000000000003000000030000000000000030000000000000000300000000000000000000000010000000000000000000000000000003000000000000000000000000000030003000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000100000000000000000000000000000000300000000000000000000000000003000000000000000000000013033000000000000000010000000000000000000000000000000000000000000000000000000030000000000100000000000000000000000000000000100000000000000000000000000000000000000000000300000001000030000000000000030000000000000000000000000000000000000000000000001000000000030000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000010000000000000003000000000000000000000000001000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000001000000000000000000010000000000000000000000003000000000030000000000003000000100000000000001000000000000000003000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000300000000000000000000000003000000001000000000000000000010000000000010000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000010000001000000000000013000000000000000300000000000001030000000000000000000000001000000001000000300000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000300000000000000000000000003000000000030000000000000000000000000000000303000001000000010000000003000010000000000000000000000001000000000000000000000000000030000100000000003100010000000000003000000000000000000000000000000003000000000030000000000000000000000000000000000000100000000000003000000000000000000000000000000000000000000300000000000000300000000003000000000000000000000000000000000000000000000030100000000001010030000000000003000000000000000000000100000000100000000000000000000000000000000000000000000000001100000000000000000000000000000000030000000000000000000000000000000000000000010000000000000000100000000000001000001000000000000010000000000000000000000000003000000000000000000000000000000000000000000000010000000030000000000000000000000000000000000030030000000000000000000000001000000000000000000001000000000010000000000000000000000000000100000000000000000000030000000000000003000000000000000000000000000000000000030000000300000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000030000000000000000000000000000000000003000000000000000000030000000000000000000000000003000000000100000000000000000000000100000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000001000000000000000000000000000003000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000030000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000013000000030000000000000000000000001000000000000000000000030000000000000000000000000000000000000100000000000030000000000000030000000000000000000000000010003100000000000000000000000000000000,129,2117,130.0
2,True,0000100000000000000000000000000000000031130000010000030030000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000100000000000000000000000000000000000000003000000000000000003000000000300000000300100000000000000000001000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000010000000000000000000000000000000000000000000000010003000003000000000000000000300000010000000000000000000000000000001000000000000000010000000000000000100000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000001000000030000000000000000000000000000000000100000003000000000000000000100000000300000000000000000000000000003000000000030000000000000000000000000000000003000000000000000000010000000000100000000001000000000000000000001103000000000000000000010003000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000001000000300000000000000000000000000000000000000000000000000000000000000030000000001000000000000030000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000001000000000000000000000000000000000000000000000000000300001000000000000000000000000000000000000003000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000030000000000000000000000003000000000000000000000000000000000000000001000000000000000010001000000000000010000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000001000000000000000000000000000000000000000000000300003000000000000000000000030010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000030030000000003000000000003000000000000000003001000000300000000000000000030000030100000000000000000000000000000000000000000000000000000000001000001000000000000000030000000000001000000000000000010010000000100000003000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000001000000000000003000000000000000000000001000000000000000000001000000000000000000003000000000000000000000000000000030030100100000000000000000000000000003300000000000000100010000000000030000100000000000000000000000030000000000003000000000000000000000000000000000000000000100000000000000000030000000000300000000000000000000000000000000003000000000000003000000000131003000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000100000000000300000000000000003000000000000030000330000000000000000000000000000000003000000000000000000000000000000000000000000000003000000000010000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000100000100000000101000000300000001000000000001000000000000000000303000300000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000003000030001000000000000000000000000000000000000000000000,129,2139,131.0
3,True,0000000100000000000000000000000000000000000000000000030000000000000000000100000000000000000000010000000000100000003100000000000000000000000000000000000000000000000000000000000000000000000000000000030010003000001000000000000000000000000000000000300000030000000000000000000000000000000010000000000000000000000000000000003000000000000000000000300000000000000000000000300300000000000030000000000000000000000000000000001000000030000000000000000003000000000000000003000000000000000000000000300000000000000000000000000000000000000000000000030000000000000300000000000000000000000001000000000000000000000000000030000000030000100001000000000000000000000000000000000000003000000000000000003000000000000000000000000000000000000000030000000000000000000000000000000000010000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000300000000000000000000000000000100000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000001000100010000000000000000000303000000000000000000000000000000000030000000000010000000000000000000000000010000000000000000031100000000000300000000000000000000000000000000000000000000000000003000300000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000010000000000000000030000000000000000000000000300000000000100000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000030000000000000003000000000000030000000000000000000000000003000000000000000000000000300000000000000000000010001000000000000000000000000000000000000000010000000000000300000000000011000000000000000000000010000000000000000000031000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000030000000030000300000000000000000000000000000000000000300000000000000000000000000000000000000100000000000000000000000000000000000300000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000003000000000000000030030000100000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000003000000000000000000000000000030000000000000000000000000000000100000000000000013000000000000000000000000310000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000003001000000000000000030000300000000000000003030000000000000000001000000000000000000000000000000000000000000000000000000000000000030000300000000000000000000100000000000000000000000000000001000000000000000000000010000000000001000000000000000000000000000000000000300000000000000000000000000030000000000000000300000000000000000000000000000000000001000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000030000000000000000000000000300001000000000000000000000000100000000000000000300000000000000000000000000000000000000000000000000030100000000000000000000000000000000000000000000000000000100000000000000000000000030000000000000000000100000001000000000000000000000000000000000000003000000000000010000300010000000000000010000100000000010000000000000000000000000000000000000001000003001000100010000000003000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000030000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000300001000000003000000100000000000000000000000000000000000000000000000000,129,2096,131.0
4,True,0000000003000000000010000000000000000000000000000000000000000000000000010030000000001000000000000000100000000001000000000000000000000000000000000000000030000000000000000300000000000000000000000000000000000100000000000000000000000000000000000100000000000000030000000000000000300000000000000000000000000000000000000000011030001000000000000010000000303000000000300000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100030030000000000000100000030000000000000000000000000000000000000000000000000000000001000000000000001000000000000300000003000000000000100000030000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000003000001000000000000000000000000000000000000000000000000003000000300000000000000000000010000000000000000000000100000000000000000000000001300000010000000300000000000000000000000000000300000001000000000000000000000000000000000000000000000033000000000000000000000030000030000000000000000000000000100000000000000000300000000000000000000000000000000000000000003000000000001000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000300000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000030000000000000000000300000000000000000010000000000000000000000003000300000000000000000001000000000000010000000300000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000300100000000000000000000000033000000000000001000000000000000000000000000000000000000000000000000000000003000000000000000010000000000000000000000000000003000100000030000000000000100000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000003000000000000000000000000000000030000000000000000000000300000000000000000000000000000000000000000000030000000000003000000000000030000000000000000000000100000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000010000000030000000000000000000000000030000000000000000000001000010000030000000000000000000000000000000000000000000000000000000000000000000000000030300000000000000000000010003000010000003000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030030000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000301000000000000000000000000000000000000000000000000000000000000000000000100303000000000000000000000000001000000000000000000000100010000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000010000000000000000000100000000000000000000000000010000000000000000000000000000000000003000000000000000000000000000000000000030000000000000000000000000000003000000100000131000000000000003000300000000010000000000000000000000000000100000000000000000000000000000010000100000000000000000000000000000000000000000000003001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000100000000000000000000000000000000000300000000000001000000000000000000000000000000000000030000000000001100000000000000000000000000000030000000000000000300001000000000000000000030000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000100000000000000000000001000000000000000003000000300000000030000100000000000030000000000000000030,131,2220,131.0
5,True,0000000000000000000000100000000100000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000300000000000000100000000100000000000000000000000000000003000300030000000000000000000000030000000000000000000000000000000000000000000000000000000000000001300000000000000000000000000000010000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000310000000000000000000000000000010000000003000000000000000000000000000000000001000010000000000000010000000000000000000000000000000000033000000300000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000030000000000000000000000000300000000000030000000000000300000000100000000300000000100001000000000000000000000000000000000000000000100000000000000000000001000000000000000100000000000000000000000001300000000000000000000000000000010000000000000000000000000000000003000000000000000000000000000000000000000000003000000000000000000300010000000000000000000000001000000010000100000000000000000000000000000000003000000000000003000000003003000000000000000000000000000000000000000000000000300000003000100000000000000000000000000001001000000000000000000000000000000000000000000300000000000000000000000000000000000000001000000000000010300000000000000000000000000000000000000000000000000000000000030000000000000000000000000000003003000000000000000000000000000000000000300000000000000000000003000000000000000000000000000000000000000000000000000000000000000300000000000030000000000000000000000000000000000000300000000000010000000000000000000000000000000000000000000030000000000000000000000000000000000000101000000000000010001000000000000000000000000000000003000100000000000000000000000000010000000000000000000000100000000000000101000013000010000000000000000000000000003003000000000000000000000000000000000000000000000000000000000000000000000000010000030000000000000000000000000000000000000000000000000000000000000000000000000000001000000000003100000000000001000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000030000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000310000000000000000000000000000000000000000000000001010000000000000000000000000000030000000000000300000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000003000003000000000000000000000000000000000000000000000000000000000001000000000000000000100003000000000000000000000000000000001030003003000000000000000000000000000000000000000000000000000003000030000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001003000000000000000000000000000000000000000010010000030000000000000000000000000100000001000000030000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000001000000000000000000000000000000000030000000000010000000000000010000000000000000000000010000000010000000000001000000000000000000000000000000000030000000000000000000000001000000000000000000000000000011003000000000000000000000000000000000000000000100000300010000000000000000000000000000100000000000000000000000000000000000000000000000000300000000000000000000000000000030003000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000030000000000000000000000000000000000000000000000030000000000000000000000000000000101000000000000000000000000000000000000000000000000000031000001000000000000000000000000000000001000000000100000000000000000000003000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000003010000000000,131,2177,131.0
6,True,0000000000100000000030000000000000000000000000100100300000000003000000000000000000000000000000000000000000000100001000000000000000000000000000001000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000030000000010000000000000000000000003000000000000000000000000000001000010000030000000000000000000000000300000000000000000000010000000000000000000000000000000000001000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000003000000003000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000100001000000000000000000000000000000000300000000010000000000000000000000000000000000000000000000000000000000030010000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000300000000000000000000000000300000000000000000001000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000030000000000000000000000000000000000010000000300000000000000000100000000000000000000000000030000000000000010000100000000000000000000000300000000000000000000000000000003000000000000000000000000003000000000000000000000010000000000000000000000000010300000030000000000000000100000000000000010000000000000000000000000000000000000000030000000300000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000300000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000300000001000000030000000000000000000000100000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000300300000000000100000000000000000000100000300000000000000000100000000000000000000030001000000000000000000000000010000001000001000000030000000000000000000000000000000000000000003000300010000100000000000000000000000000000001010000000000000000000001000000000000000000000000000100000300000000000000000000000000110000000000000000000000000000000000100000000000000030000000100000000000010000000000000000000000000000000000000000000000000000000003000000000000003000000000000003000000000000000000010000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300300000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000003000000000000000000000000000000000000000000100000000000000000000000000000000000300000003000000003100100000000303000030000000000000000000000000000000000001000000000000000300000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000300000000000000000010000000000030000000000000000000000000000000000000000000000000000000000000000010000030030000000000000000003000000000000000000000000000000000000000000000000000000000010000000000000003000000000000000030000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000010000000000000000000000000030000000001000000000000000000003000000000000100000000000000000000000000000000000000000010000010000000000000000000000000000000030003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000003000000000000000000000000100000000000000300300000000000000000000000000000000000000000000000003001000000000000000000000000000000000000000010000000000000000000010000000000001300000000000000000000003000000000000000000000000000000000000000310000000000000300000000000000000000000010000000000000000000000003000310000000001000000000000103000000000000000000000000000000000010000003000000,129,2219,131.0
7,True,0000000000003000000000000000010000300000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000100010000000000000000000000000000000000000003000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000300000000000000000000100000000000000000000000000000000000000000000000000100000000000000001000000003000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000003000000000000000000000000000000000001000000000000000000000000000000000300000000000000000010000000000000000000000000000000003000000000000000000000000000010000000000010000000000000000030000000000000000000000000000000030000000000000000000000000003000000300000000000000000000000300000030000000000000000000003000000000001000000000300000100000000000000000000000000000000000000000000000030300000000000000000000030000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000100300000000000300000000000003000000000000000000000000000000000000000000000001000000330000000000000000000000000000000000000030000000000000000030030000000000000000000000000300000000000000000000010000000000000001000000000000000000000000000003000003030000000000000000000000000000000000031000010000000000000000000000000000000000000000000000000000000000003000000000000000003000030000000000000000000000000000000000000000001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000303000000000000000000000000100000030000000001000000000000100010000000000000001000000000000003000000000000000000000000000000000000000000000000000000000000030000000000000010000000000000000000000030000000000000000300001000000000300000000000000000000000000000000300000000000000000003001000000000000000000000000000001000000000003000000000000000000000000000000000001000000000000000010010000000000000000000000000000000000000000000000010010000000001000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000300000010000000000300000000000000000000000000000000000000000300000001000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000010000000000000000000003000000000000000030010000000000001000000000000000000010000000000000000000300000000000000000000000000000000000001000000000000000000000000000100030003000000000000000000000000000000000000000000330000000000300010000000000300000000000000000000000000000000000000001000000000000000000000000000000000000000031000000000000010000000000003100000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000001000000000000000000030000000000000001010000000000000000000000000000000000000030000000030000000000000000000000000000000100000000000100000000000000000000000000000000000000030000000000000001000000000000000000000000000000000010000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000100000000000000000300000000000000003000000000000000000000000010000000000000000000000000000000000003000000003030000000000000000000000000000000000000000000000000010003000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000130000000000000003000000000000000000000010000000000000000000000000000000000000000000000000000030000000000000000000000003000100000000000000300000130000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000030000001000000000000000,131,2126,131.0
8,True,0000000000003300000000000000000030000000000000000000000000000000000000000000000000000303000000000000000000000010030000003000000000000000030030000000000000000000000000000300000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000100010000000000000000300000000000000000000000300000003000000000003100000000000000010000000000000000000000000000000000000030000000000003000000000000001000000000000103000001000000000000000000000000000000000000000000000030000000000000000000000003000000000000000000000000000000000000000000003000000000000000000000000003000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000003000001000030000000000000000000000000000010000000000000000000000000000000003000100000000000000000000000000100010000000000000000000000000300000100000000000000000000000100000000000003000000000000000000000000000003000000000000000000000000000000000000000000000000000100000000000000000000000301000030000000000000000000000000000000000000000100000000003000000000000000000013000000000000000000000000000100000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000001000000000000030000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000003000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000030000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000030000000000000000001000000000100000010000000000000001000003000000003000000100000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000300000003000000000000001000000300000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000001000000000300000000000300000000000000000000000000000000030030000000000000000000000000000000000000000000000000000000000000100000000000310000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000030000000000000000000000000000300000000000000000000000000000000000000000000100030000000000000000100000001000000000000000000000000000000000000000000000000000003000000000000000000000000000010000000000000000000000000000000010000000000000000000000030000000000000000100000000000000000000000000000000000000000000000010010300000000000000000000000000001000000010000000000000001000000000000000000000030000000000100000000000000000000000000000000000000000000000003010000000000010000000000000000001000001000000000330000000000000000000000000000000000003000000000000000000000030000000000010000000000000000000000000000000000000000000000000100000010300000000000000100000000000000000000000000000000030000000000000000003000001000000010001000000000000100000000000000000000000001000000000000000000300000030000000000000000010030000000000000000000000000000000000000003000300000000000000000000000000000000000000000003000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000300000000000000000000000000000010000000000000000000030000010000000000000000000001000000000000000000000000000000000000000000000000000000000000030000000000000001000000000000000000000000000000001000000000000000003000000000000000000000000000000000000000000000000300000000000000010000000000000000003000000000000100000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000010000000000000000000000000000000000000,131,2159,131.0
9,True,0000000000000000000300003000000000000000131300030010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000010000000000000000000000003000000001000000000000000000000000000000000003000000001000000000000000000000000000000000000000000000000000000000000001013003000000000000003000000000000000000000000000000000000000000010000000000000010000000000000000003000000000000003000000000000000000000000000000000000000030000000000000000000000000000000000000030000000001000000000000000000000010000000003000000000000000010000010000000000100000100000000300000000000000000303000000000001010000000000000000000000000100030000000000000000000000000000000000000000000000000000100000000000000101003030000000000030000000000001000000000000000000000000000000000000100000030000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000003000000000001000000000000000000000100000000000100000000000000000300000000000000000000000000000000000000000000000000000000000000000000003000000000001000000000000000000000000001000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000003000010000000001300000000000000000000000000000000000000000000000300000000000000000000000000000000000000000001000300000000000010000000000000000000030000000000000000000000000000000000300000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000003000000000000000000000000100000000000000000000000000000000000000030000000000030001000300000000000030000030000000000000000000000300000000003000000000000000010003000000000000100000300000000000000000000000010000000000300000000000000000000000000000300000000000000000000000000000000000000000000000000000010000000000000000000000000000003000000000000000000000100000100000000000000000000000000000000000000000000000000000000000003010000000000000000000000030000000000000000000000300000000000000000000000001000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000030000000000000000003000000000000000000300000000000000001000000000000000000000000000000000000000000100000000000000000000000000000030000000000000000000000000000000000300000030000100000000000000000000000000030000000000000001000000000300000000000010000000000000000000000000000000000000000000300000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000300000000000000100000000000030000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000300130000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000300000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000300030000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000100000000010000030100000000000000000000030000000000000000000000000000000000000000000000000000000000003000000000300000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000100000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000310030000000000000000000000000000000000000000000000100000000000030000000010000300000000000000000000000000,129,2107,130.0
